name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance
Galidroo,5,Monstrosity,Monstrosity,0,-1,17,172,15,22,13,20,11,18,14,6.0,1.0,9.0,0.0,8.0,2.0,8.0,0,3,1,1,18,27.0,0.0,0.0,0.0,18.0,2,12.0,5,0,0,3,0,40.0,0.0,0,8,4,0,0.0,1,20.0,2,4,0.0,2,0,0,6,1,4,0,0,2,2
Garlicle,2,Plant,Plant,-1,0,12,31,7,6,14,12,12,18,12,-2.0,2.0,1.0,1.0,4.0,1.0,6.0,0,0,0,0,16,18.0,0.0,0.0,0.0,0.0,1,1.0,2,0,0,3,0,20.0,0.0,1,6,4,1,0.0,4,20.0,3,6,0.0,1,1,0,-2,2,4,1,1,1,1
Gaunt One,3,Aberration,Aberration,0,-1,14,75,10,18,15,16,15,12,4,4.0,2.0,3.0,2.0,1.0,-3.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,1,3.0,3,0,0,1,0,30.0,0.0,2,1,1,2,0.0,4,0.0,-3,1,0.0,-3,2,0,4,2,1,2,2,-3,-3
Ghillie Dubh,3,Celestial,Celestial,1,1,13,52,8,15,13,14,12,19,16,2.0,1.0,2.0,1.0,6.0,5.0,6.0,0,2,1,1,16,0.0,0.0,0.0,0.0,18.0,4,1.0,2,0,0,3,0,30.0,20.0,1,6,4,1,0.0,3,0.0,3,4,20.0,3,1,0,2,1,8,1,3,3,3
Ghoul Bat,2,Undead,Undead,0,-1,13,14,4,6,16,11,8,12,10,-2.0,3.0,0.0,-1.0,1.0,0.0,1.0,0,0,1,3,11,0.0,18.0,0.0,0.0,0.0,1,0.25,1,0,0,2,0,5.0,0.0,-1,1,1,-1,30.0,3,0.0,0,1,0.0,0,-1,0,-2,3,1,-1,-1,0,0
Ghul,3,Undead,Undead,0,-1,15,105,14,16,15,16,10,10,15,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0,4,1,4,10,18.0,0.0,0.0,0.0,0.0,1,5.0,2,0,0,4,0,30.0,0.0,0,0,0,0,30.0,2,0.0,2,0,0.0,2,0,0,3,2,0,0,0,2,2
Giant Armadillo,2,Beast,Beast,0,0,12,10,3,12,8,10,2,10,6,1.0,-1.0,0.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,0.25,2,0,0,0,0,25.0,0.0,-4,0,0,-4,0.0,-1,15.0,-2,0,0.0,-2,-4,0,1,-1,0,-4,-4,-2,-2
Giant Bombardier Beetle,3,Beast,Beast,0,0,14,13,2,10,14,15,3,10,3,0.0,2.0,4.0,-4.0,0.0,-4.0,0.0,0,1,0,0,10,0.0,9.0,0.0,0.0,0.0,1,0.25,2,0,0,0,0,30.0,0.0,-4,0,0,-4,0.0,2,0.0,-4,0,0.0,-4,-4,0,0,2,0,-4,-4,-4,-4
Giant Frilled Lizard,4,Beast,Beast,0,0,16,105,14,14,18,15,2,12,10,2.0,4.0,2.0,-4.0,1.0,0.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,1,0,30.0,0.0,-4,4,1,-4,0.0,4,0.0,0,1,30.0,0,-4,0,8,4,1,-4,-4,0,0
Giant Honey Bee,2,Beast,Beast,0,0,12,9,2,8,15,12,6,12,8,1.0,4.0,1.0,-2.0,1.0,-1.0,1.0,0,0,0,0,11,0.0,9.0,0.0,0.0,0.0,1,0.25,1,0,0,0,0,10.0,0.0,-2,1,1,-2,40.0,2,0.0,-1,1,0.0,-1,-2,0,-1,2,3,-2,-2,-1,-1
Giant Husk,5,Undead,Undead,-1,-1,9,76,8,19,8,16,5,7,5,4.0,-1.0,3.0,-3.0,-2.0,-3.0,-2.0,0,0,1,1,8,18.0,0.0,0.0,0.0,0.0,1,7.0,2,0,0,2,0,40.0,0.0,-3,-2,-2,-3,0.0,-1,0.0,-3,-2,0.0,-3,-3,0,4,-1,-2,-3,-3,-3,-3
Giant Leech,2,Beast,Beast,0,0,13,7,2,6,16,10,1,10,2,-2.0,5.0,2.0,-5.0,0.0,-4.0,0.0,0,0,0,0,10,0.0,0.0,9.0,0.0,0.0,1,0.25,1,0,0,1,0,15.0,30.0,-5,0,0,-5,0.0,5,0.0,-4,0,0.0,-4,-5,0,-2,3,0,-5,-5,-4,-4
Giant Mongoose,3,Beast,Beast,0,0,13,13,2,10,16,14,3,14,7,0.0,3.0,4.0,-4.0,4.0,-2.0,2.0,0,1,0,1,10,18.0,0.0,0.0,0.0,0.0,1,0.25,1,1,0,1,0,30.0,0.0,-4,2,2,-4,0.0,5,0.0,-2,2,0.0,-2,-4,0,2,3,2,-4,-4,-2,-2
Giant Snow Beetle,4,Beast,Beast,0,0,12,45,6,17,10,14,1,10,4,3.0,0.0,2.0,-5.0,0.0,-3.0,0.0,0,1,0,0,10,0.0,0.0,9.0,0.0,0.0,1,1.0,3,0,0,2,0,30.0,0.0,-5,0,0,-5,0.0,2,0.0,-3,0,0.0,-3,-5,0,5,0,0,-5,-5,-3,-3
Giant Water Scorpion,4,Beast,Beast,0,0,14,93,11,17,12,16,1,10,3,3.0,1.0,3.0,-5.0,0.0,-4.0,0.0,0,0,0,0,10,18.0,18.0,0.0,0.0,0.0,1,4.0,3,0,0,3,0,20.0,30.0,-5,0,0,-5,0.0,3,0.0,-4,0,0.0,-4,-5,0,3,1,0,-5,-5,-4,-4
Glacial Corrupter,3,Undead,Undead,1,-1,15,34,4,14,13,18,6,8,5,2.0,1.0,4.0,-2.0,-1.0,-3.0,-1.0,0,0,2,3,9,18.0,0.0,0.0,0.0,0.0,1,1.0,3,0,0,0,0,30.0,0.0,-2,-1,-1,-2,0.0,1,0.0,-3,-1,0.0,-3,-2,0,2,1,-1,-2,-2,-3,-3
Glacier Behemoth,5,Beast,Beast,0,0,18,172,15,24,3,21,4,14,7,7.0,-4.0,9.0,-3.0,6.0,-2.0,6.0,0,3,1,3,16,18.0,0.0,18.0,0.0,0.0,1,12.0,3,0,0,2,0,20.0,0.0,-3,6,2,-3,0.0,-4,20.0,-2,2,0.0,-2,-3,0,11,-4,2,-3,-3,-2,-2
Gorao-Ka,1,Fey,kami,0,1,13,17,5,13,11,13,15,17,15,1.0,0.0,1.0,2.0,3.0,2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,2,0.125,2,0,0,2,0,20.0,0.0,2,3,3,2,0.0,0,0.0,2,3,0.0,2,2,0,1,0,3,2,2,2,2
Graknork,6,Monstrosity,Monstrosity,0,0,20,201,13,25,18,21,5,13,7,7.0,4.0,5.0,-3.0,1.0,-2.0,6.0,0,3,1,0,16,27.0,0.0,0.0,0.0,0.0,1,14.0,5,0,0,1,0,50.0,30.0,-3,6,1,-3,0.0,4,0.0,-2,1,0.0,-2,-3,0,7,4,1,-3,-3,-2,-2
Graveyard Dragon,4,Undead,Undead,0,-1,16,127,15,16,10,17,10,11,13,3.0,0.0,6.0,0.0,3.0,4.0,3.0,0,1,1,3,13,36.0,9.0,0.0,0.0,0.0,2,7.0,4,0,0,4,0,40.0,0.0,0,3,0,0,0.0,3,0.0,1,0,0.0,1,0,0,3,0,0,0,0,1,1
Gray Orc,3,Humanoid,orc,0,0,13,15,2,14,16,16,9,11,10,2.0,3.0,3.0,-1.0,0.0,0.0,2.0,0,0,0,0,12,18.0,9.0,0.0,0.0,0.0,1,0.25,1,0,0,5,0,40.0,0.0,-1,2,0,-1,0.0,7,20.0,0,0,30.0,0,-1,0,4,5,0,-1,-1,0,0
Great Gray Owl,2,Beast,Beast,0,0,13,10,3,5,16,11,3,14,7,-3.0,5.0,0.0,-4.0,4.0,-2.0,4.0,0,0,0,0,14,36.0,0.0,0.0,0.0,0.0,1,0.25,1,0,0,2,0,5.0,0.0,-4,4,2,-4,60.0,5,0.0,-2,2,0.0,-2,-4,0,-3,3,2,-4,-4,-2,-2
Greater Ghast of Leng,4,Aberration,Aberration,-1,-1,17,153,18,17,19,16,12,10,8,3.0,4.0,6.0,1.0,3.0,-1.0,0.0,-1,2,0,0,10,18.0,0.0,0.0,0.0,0.0,1,8.0,3,0,0,4,0,40.0,0.0,1,0,0,1,0.0,4,0.0,-1,0,0.0,-1,1,0,3,4,0,1,1,-1,-1
Greater Lunarchidna,3,Aberration,Aberration,0,-1,16,58,9,10,16,14,12,12,15,0.0,3.0,4.0,1.0,3.0,2.0,3.0,0,0,1,2,13,18.0,3.0,0.0,0.0,0.0,2,4.0,5,0,0,4,0,30.0,0.0,1,3,1,1,0.0,7,0.0,2,1,30.0,2,1,0,0,3,1,1,1,2,2
Greed Swarm,3,Construct,Swarm,0,0,13,22,4,6,16,12,1,9,1,-2.0,3.0,1.0,-5.0,-1.0,-5.0,-1.0,-1,3,1,10,9,0.0,18.0,0.0,0.0,0.0,1,0.5,3,0,0,4,0,0.0,0.0,-5,-1,-1,-5,40.0,3,0.0,-5,-1,0.0,-5,-5,1,-2,3,-1,-5,-5,-5,-5
Grimmlet Swarm,4,Monstrosity,Swarm,0,0,15,152,16,17,12,19,3,10,18,3.0,1.0,4.0,-4.0,0.0,4.0,0.0,0,3,1,11,10,0.0,36.0,0.0,0.0,0.0,1,14.0,2,0,0,5,0,0.0,0.0,-4,0,0,-4,30.0,1,0.0,4,0,0.0,4,-4,1,3,1,0,-4,-4,4,4
Grimmlet,1,Monstrosity,Monstrosity,0,0,11,28,8,8,12,13,3,10,14,-1.0,1.0,1.0,-4.0,0.0,2.0,0.0,0,3,1,7,10,0.0,18.0,0.0,0.0,0.0,1,1.0,1,0,0,3,0,0.0,0.0,-4,0,0,-4,30.0,1,0.0,2,0,0.0,2,-4,1,-1,1,0,-4,-4,2,2
Grove Bear,3,Beast,Beast,0,0,13,13,2,16,12,14,3,12,7,5.0,1.0,4.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,0.25,1,0,0,2,0,40.0,0.0,-4,3,1,-4,0.0,1,0.0,-2,1,30.0,-2,-4,0,3,1,1,-4,-4,-2,-2
Gulper Behemoth,6,Monstrosity,Monstrosity,0,0,16,188,13,20,10,19,4,10,5,5.0,0.0,4.0,-3.0,0.0,-3.0,0.0,-1,2,0,1,10,0.0,36.0,0.0,0.0,0.0,1,9.0,3,0,0,4,0,0.0,40.0,-3,0,0,-3,0.0,0,0.0,-3,0,0.0,-3,-3,0,5,0,0,-3,-3,-3,-3
Haleshi,4,Fey,Fey,1,0,17,123,13,16,16,18,14,17,19,3.0,6.0,4.0,2.0,3.0,7.0,6.0,0,1,0,1,16,18.0,0.0,0.0,0.0,0.0,4,7.0,3,1,0,3,0,30.0,40.0,2,6,3,2,0.0,3,0.0,7,9,0.0,4,2,0,3,3,3,2,5,4,4
Hantu Penanggal,3,Fiend,Fiend,0,-1,14,123,19,14,16,14,11,10,18,2.0,6.0,2.0,0.0,3.0,4.0,0.0,0,5,2,1,10,0.0,0.0,0.0,18.0,0.0,3,8.0,5,0,0,2,0,30.0,0.0,0,0,0,0,40.0,6,0.0,4,0,0.0,10,0,0,2,3,0,0,0,4,4
Harbinger of Wrath,6,Construct,Construct,-1,-1,21,297,18,28,8,22,5,11,3,9.0,-1.0,6.0,-3.0,0.0,-4.0,0.0,0,3,7,6,10,0.0,0.0,0.0,36.0,0.0,1,20.0,5,0,0,4,0,50.0,0.0,-3,0,0,-3,0.0,-1,0.0,-4,0,0.0,-4,-3,0,9,-1,0,-3,-3,-4,-4
Harefolk,2,Humanoid,harefolk,-1,1,13,18,4,10,15,12,10,12,13,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,0.25,3,0,0,5,0,30.0,0.0,0,3,1,0,0.0,2,10.0,1,1,0.0,1,0,0,0,2,3,0,0,1,1
Hebi-Doku,3,Fey,kami,-1,-1,15,123,13,17,21,21,15,13,17,3.0,5.0,5.0,2.0,1.0,3.0,4.0,0,0,1,1,14,0.0,0.0,0.0,0.0,0.0,2,8.0,5,0,0,2,0,40.0,0.0,2,4,1,2,0.0,5,0.0,3,1,40.0,3,2,0,3,5,1,2,2,3,3
Heggarna,1,Aberration,Aberration,0,-1,16,40,9,7,16,14,12,13,16,-2.0,3.0,2.0,1.0,1.0,3.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,9.0,2,1.0,3,0,0,2,0,20.0,0.0,1,3,1,1,0.0,5,0.0,3,1,20.0,3,1,0,-2,3,1,1,1,3,3
Helashruu,5,Aberration,Aberration,-1,-1,18,184,16,20,15,20,14,17,20,5.0,7.0,5.0,2.0,8.0,5.0,13.0,-2,6,1,4,23,0.0,0.0,0.0,27.0,36.0,2,13.0,6,0,0,1,0,0.0,0.0,2,13,3,2,50.0,2,0.0,5,3,0.0,5,2,1,5,2,3,2,2,5,5
Herald of Slaughter,4,Fiend,Fiend,-1,-1,15,133,14,18,10,19,12,12,18,8.0,4.0,4.0,1.0,5.0,8.0,5.0,0,4,3,6,15,36.0,0.0,0.0,0.0,0.0,3,11.0,4,0,0,4,0,40.0,0.0,1,5,1,1,0.0,0,0.0,8,1,0.0,8,1,0,8,0,1,1,1,4,4
Herald of the Void,4,Fiend,Fiend,-1,-1,17,123,13,12,20,20,19,15,12,1.0,9.0,9.0,4.0,2.0,1.0,10.0,0,3,3,7,20,0.0,0.0,0.0,18.0,0.0,3,11.0,4,0,4,3,0,30.0,0.0,4,10,2,4,50.0,9,0.0,1,2,0.0,1,4,1,1,5,2,4,4,1,1
Hoard Drake,4,Dragon,Dragon,0,-1,16,147,14,18,7,20,16,10,12,7.0,-2.0,8.0,3.0,0.0,1.0,3.0,0,0,1,0,13,36.0,0.0,0.0,0.0,0.0,2,8.0,4,0,0,2,0,40.0,0.0,6,3,0,3,0.0,-2,0.0,1,0,0.0,1,6,0,4,-2,0,3,6,1,1
Hoarfrost Drake,3,Dragon,Dragon,-1,-1,14,52,8,9,15,14,10,13,10,-1.0,2.0,4.0,0.0,1.0,0.0,3.0,-1,0,1,0,13,27.0,0.0,0.0,0.0,0.0,2,2.0,4,1,0,2,0,20.0,0.0,0,3,1,0,30.0,4,0.0,0,1,0.0,0,0,0,-1,2,1,0,0,0,0
Hodag,4,Beast,Beast,0,0,13,52,7,19,12,14,3,12,7,4.0,1.0,2.0,-4.0,1.0,-2.0,3.0,0,0,0,1,13,18.0,0.0,0.0,0.0,0.0,1,3.0,6,0,0,3,0,40.0,0.0,-4,3,1,-4,0.0,5,0.0,-2,1,0.0,-2,-4,0,4,1,1,-4,-4,-2,-2
Holler Spider,1,Beast,Beast,-1,0,12,14,4,7,15,10,5,14,5,-2.0,4.0,0.0,-3.0,2.0,-3.0,4.0,0,1,0,0,14,18.0,3.0,0.0,0.0,0.0,1,0.25,3,1,0,2,0,25.0,0.0,-3,4,2,-3,0.0,4,0.0,-3,2,25.0,-3,-3,0,-2,2,2,-3,-3,-3,-3
Hongaek,4,Elemental,Elemental,0,-1,15,105,14,5,20,14,12,15,13,-3.0,5.0,2.0,1.0,2.0,1.0,5.0,-1,5,1,9,15,0.0,27.0,0.0,0.0,0.0,3,8.0,3,0,0,4,0,0.0,0.0,1,5,5,1,40.0,8,0.0,1,2,0.0,1,1,1,-3,5,2,1,1,1,1
Hooden Horse,3,Undead,Undead,1,-1,14,117,18,18,14,14,12,15,19,4.0,2.0,2.0,1.0,2.0,4.0,5.0,-1,1,2,4,15,0.0,18.0,0.0,0.0,0.0,1,6.0,3,0,0,2,0,30.0,0.0,1,5,2,1,0.0,2,0.0,4,2,0.0,4,1,0,4,2,2,1,1,4,4
Howler Baboon,3,Beast,Beast,0,0,12,13,2,15,14,14,6,12,7,4.0,2.0,2.0,-2.0,3.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,0.25,2,0,0,1,0,30.0,0.0,-2,3,1,-2,0.0,2,0.0,-2,1,30.0,-2,-2,0,4,2,1,-2,-2,-2,-2
Huecambra,4,Monstrosity,Monstrosity,0,0,17,136,13,18,12,20,8,13,17,4.0,1.0,8.0,-1.0,1.0,3.0,4.0,0,0,2,3,14,18.0,0.0,0.0,0.0,0.0,1,8.0,5,0,0,0,0,40.0,30.0,-1,4,1,-1,0.0,4,0.0,3,1,0.0,3,-1,0,4,1,1,-1,-1,3,3
Huli Jing,3,Fey,shapechanger,0,0,14,130,20,15,18,14,16,16,20,2.0,4.0,2.0,3.0,7.0,9.0,11.0,0,3,1,2,21,18.0,0.0,0.0,0.0,0.0,3,9.0,5,0,0,2,0,40.0,0.0,3,11,3,3,0.0,4,0.0,9,3,0.0,5,3,0,2,4,3,3,3,5,5
Hverhuldra,2,Fey,Fey,0,1,15,120,16,13,16,18,11,15,18,1.0,6.0,4.0,0.0,2.0,7.0,2.0,0,1,2,1,12,18.0,0.0,0.0,0.0,0.0,3,6.0,3,1,0,5,0,30.0,30.0,0,2,2,0,0.0,3,0.0,4,2,0.0,4,0,0,4,3,5,0,3,7,4
Ice Bogie,2,Fey,Fey,-1,0,12,10,3,7,14,10,8,7,12,-2.0,4.0,0.0,-1.0,-2.0,1.0,-2.0,-1,0,2,4,8,9.0,0.0,0.0,0.0,0.0,1,0.125,2,1,0,2,0,25.0,0.0,-1,-2,-2,-1,0.0,4,0.0,1,-2,0.0,1,-1,0,-2,2,-2,-1,-1,1,1
Ice Elemental,4,Elemental,Elemental,0,0,15,114,12,18,9,19,5,14,6,7.0,-1.0,4.0,-3.0,2.0,-2.0,2.0,-1,3,2,5,12,18.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,3,0,30.0,0.0,-3,2,2,-3,0.0,-1,30.0,-2,2,20.0,-2,-3,0,4,-1,2,-3,-3,-2,-2
Ichor Ooze,3,Ooze,Ooze,0,-1,8,39,6,15,6,14,3,7,1,2.0,-2.0,2.0,-4.0,-2.0,-5.0,-2.0,0,5,1,6,8,0.0,18.0,0.0,0.0,0.0,1,2.0,3,0,0,4,0,20.0,20.0,-4,-2,-2,-4,0.0,-2,0.0,-5,-2,20.0,-5,-4,0,2,-2,-2,-4,-4,-5,-5
Ikuchi,6,Elemental,Elemental,-1,0,16,116,8,20,13,18,6,12,8,5.0,1.0,4.0,-2.0,1.0,-1.0,4.0,0,3,1,1,14,18.0,0.0,0.0,0.0,0.0,1,8.0,4,0,0,2,0,20.0,50.0,-2,4,1,-2,0.0,1,0.0,-1,1,0.0,-1,-2,0,5,1,1,-2,-2,-1,-1
"Illhveli, Kembingur",6,Monstrosity,Monstrosity,-1,-1,17,210,12,27,12,24,7,14,12,12.0,1.0,11.0,-2.0,2.0,1.0,10.0,0,1,0,1,20,18.0,0.0,0.0,0.0,0.0,1,12.0,4,0,0,4,0,5.0,60.0,-2,10,2,-2,0.0,1,0.0,1,2,0.0,1,-2,0,12,1,2,-2,-2,1,1
"Illhveli, Nauthveli",6,Monstrosity,Monstrosity,-1,-1,18,280,16,30,10,25,6,15,12,15.0,0.0,12.0,-2.0,7.0,1.0,7.0,0,1,0,2,17,18.0,0.0,0.0,0.0,0.0,1,16.0,5,0,0,3,0,10.0,60.0,-2,7,2,-2,0.0,0,0.0,1,2,0.0,1,-2,0,15,0,2,-2,-2,1,1
Imperial Dragon Wyrmling,3,Dragon,Dragon,0,0,17,60,8,19,12,17,14,12,14,4.0,3.0,5.0,2.0,3.0,4.0,5.0,0,0,2,0,15,18.0,3.0,0.0,0.0,0.0,1,3.0,2,0,0,2,0,30.0,30.0,2,5,1,2,60.0,3,0.0,2,3,0.0,2,2,0,4,1,1,2,2,2,2
Incarnate Gloom,6,Undead,Undead,0,-1,16,184,16,4,19,13,12,15,20,-3.0,4.0,1.0,1.0,7.0,5.0,2.0,-1,8,2,8,12,0.0,0.0,0.0,36.0,36.0,2,13.0,3,0,0,3,0,0.0,0.0,1,2,2,1,40.0,9,0.0,5,2,0.0,5,1,1,-3,4,2,1,1,10,5
Infernal Centaur,3,Fiend,Fiend,1,-1,15,60,8,17,12,16,11,14,13,3.0,1.0,3.0,0.0,2.0,1.0,4.0,0,0,1,0,14,18.0,0.0,0.0,0.0,0.0,3,4.0,3,0,0,3,0,40.0,0.0,0,4,2,0,0.0,1,0.0,1,2,0.0,1,0,0,3,1,2,0,0,3,1
Infernal Swarm,5,Fiend,Swarm of Devils,1,-1,16,150,20,18,16,13,8,12,19,4.0,3.0,1.0,-1.0,1.0,4.0,1.0,-1,5,2,8,11,36.0,0.0,0.0,0.0,18.0,2,12.0,5,0,0,3,0,25.0,0.0,-1,1,1,-1,40.0,3,0.0,4,1,0.0,4,-1,1,4,3,1,-1,-1,4,4
Initiate of the Elder Elementals,2,Humanoid,kobold,0,-1,12,33,6,9,14,15,16,11,12,-1.0,2.0,4.0,5.0,0.0,1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,3,2.0,2,0,0,5,0,30.0,0.0,3,0,0,5,0.0,2,0.0,1,0,0.0,1,3,0,-1,2,0,3,3,3,1
Irid,1,Celestial,Celestial,-1,0,13,20,8,4,17,10,12,10,16,-3.0,3.0,0.0,1.0,2.0,5.0,2.0,0,1,1,4,12,18.0,0.0,0.0,0.0,18.0,3,1.0,4,0,0,3,0,10.0,0.0,1,2,0,1,40.0,5,0.0,7,0,0.0,7,1,0,-3,3,0,1,1,3,3
Jack of Strings,3,Fey,Fey,-1,0,14,90,12,14,19,17,15,14,20,2.0,7.0,3.0,2.0,2.0,5.0,2.0,0,3,0,2,12,18.0,0.0,0.0,0.0,0.0,3,5.0,4,0,0,1,0,30.0,0.0,2,2,2,2,0.0,4,0.0,5,2,0.0,5,2,0,2,10,2,2,2,5,8
Kachlian,5,Aberration,Aberration,0,-1,16,157,15,18,10,19,16,15,9,4.0,0.0,4.0,3.0,2.0,-1.0,2.0,0,1,0,3,12,36.0,0.0,0.0,0.0,0.0,2,8.0,2,0,0,2,0,0.0,0.0,3,2,2,3,40.0,0,0.0,-1,2,0.0,-1,3,1,4,0,2,3,3,-1,-1
Kamaitachi,2,Monstrosity,shapechanger,-1,0,14,84,13,12,19,16,9,12,13,1.0,4.0,3.0,-1.0,1.0,1.0,1.0,0,1,0,0,11,18.0,0.0,0.0,0.0,0.0,2,5.0,3,0,0,5,0,30.0,0.0,-1,1,1,-1,0.0,6,0.0,1,1,15.0,1,-1,0,1,6,1,-1,-1,3,1
Kaveph,5,Aberration,Aberration,0,-1,16,136,13,21,13,18,8,10,7,5.0,4.0,7.0,-1.0,0.0,-2.0,0.0,-1,1,0,0,10,0.0,27.0,0.0,0.0,0.0,1,6.0,3,1,0,1,0,30.0,0.0,-1,0,0,-1,0.0,1,0.0,-2,0,0.0,-2,-1,0,5,1,0,-1,-1,-2,-2
Keelbreaker Crab,5,Monstrosity,Monstrosity,0,0,16,157,15,19,10,18,3,12,10,4.0,0.0,4.0,-4.0,1.0,0.0,5.0,0,0,0,0,15,0.0,18.0,0.0,0.0,0.0,1,9.0,3,0,0,3,0,40.0,40.0,-4,5,1,-4,0.0,4,0.0,0,1,0.0,0,-4,0,4,0,1,-4,-4,0,0
Kelp Drake,3,Dragon,Dragon,0,-1,15,60,8,18,14,16,7,12,10,4.0,2.0,3.0,-2.0,1.0,0.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,1,3.0,5,0,0,2,0,20.0,50.0,-2,3,1,-2,0.0,4,0.0,0,1,0.0,0,-2,0,6,2,1,-2,-2,0,0
Kelp Eel,5,Plant,Plant,0,0,17,157,15,18,14,19,3,15,5,4.0,2.0,4.0,-4.0,2.0,-3.0,2.0,0,3,0,3,12,0.0,27.0,0.0,0.0,0.0,1,10.0,4,0,0,2,0,10.0,50.0,-4,2,2,-4,0.0,2,0.0,-3,2,0.0,-3,-4,0,4,2,2,-4,-4,-3,-3
Keyhole Dragonette,1,Dragon,Dragon,0,0,14,27,6,12,15,14,7,10,13,1.0,2.0,2.0,-2.0,0.0,1.0,2.0,0,0,0,0,12,18.0,0.0,9.0,0.0,0.0,2,0.5,3,0,0,4,0,30.0,0.0,-2,2,0,-2,0.0,4,0.0,1,0,20.0,1,-2,0,1,2,0,-2,-2,1,1
Kezai,3,Monstrosity,Monstrosity,0,0,16,67,9,13,18,16,4,12,12,1.0,4.0,3.0,-3.0,1.0,1.0,1.0,0,0,1,0,11,0.0,18.0,0.0,0.0,0.0,1,4.0,4,0,0,1,0,30.0,0.0,-3,1,1,-3,50.0,4,0.0,1,1,0.0,1,-3,0,1,4,1,-3,-3,1,1
Khodumodumo,6,Monstrosity,Monstrosity,0,0,18,186,12,23,20,21,4,15,7,11.0,5.0,10.0,-3.0,2.0,-2.0,7.0,0,5,0,0,17,0.0,36.0,0.0,0.0,0.0,1,14.0,4,0,0,2,0,25.0,0.0,-3,7,2,-3,0.0,10,0.0,-2,2,0.0,-2,-3,0,6,5,2,-3,-3,-2,-2
Kirikari,5,Monstrosity,Monstrosity,0,0,16,142,15,21,17,16,4,14,4,5.0,3.0,3.0,-3.0,2.0,-3.0,6.0,0,0,2,1,16,0.0,0.0,18.0,0.0,0.0,1,9.0,4,0,0,3,0,30.0,30.0,-3,6,2,-3,0.0,11,0.0,-3,2,0.0,-3,-3,0,5,3,2,-3,-3,-3,-3
Knight Ab-errant,4,Humanoid,Humanoid,0,0,14,93,11,19,12,17,10,11,13,7.0,4.0,3.0,0.0,0.0,1.0,0.0,-1,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,4,0,30.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0.0,1,0,0,7,1,0,0,0,4,1
Kobold Spellclerk,2,Humanoid,kobold,1,0,12,21,6,6,14,10,16,12,12,-2.0,2.0,0.0,5.0,1.0,1.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,0.5,2,0,0,4,0,30.0,0.0,3,3,1,3,0.0,4,0.0,3,1,0.0,5,5,0,-2,4,1,5,3,1,1
Kobold War Machine,4,Construct,Construct,0,0,16,114,12,21,14,19,2,7,1,5.0,6.0,8.0,-4.0,-2.0,-5.0,-2.0,0,3,2,10,8,18.0,0.0,0.0,0.0,0.0,1,9.0,4,0,0,5,0,25.0,0.0,-4,-2,-2,-4,0.0,2,0.0,-5,-2,0.0,-5,-4,0,9,2,-2,-4,-4,-5,-5
Lambent Witchfyre,4,Aberration,Aberration,0,0,15,110,13,10,16,17,2,11,1,0.0,3.0,3.0,-4.0,0.0,-5.0,0.0,0,0,2,7,10,0.0,18.0,0.0,0.0,0.0,1,7.0,2,0,0,3,0,20.0,0.0,-4,0,0,-4,0.0,3,0.0,-5,0,0.0,-5,-4,0,0,3,0,-4,-4,-5,-5
Lantern Beetle,1,Beast,Beast,0,0,13,2,1,6,12,10,1,7,3,-2.0,1.0,0.0,-5.0,-2.0,-4.0,-2.0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,1,0,30.0,0.0,-5,-2,-2,-5,10.0,1,0.0,-4,-2,10.0,-4,-5,0,-2,1,-2,-5,-5,-4,-4
