name,hit_points,armor_class,wisdom_save,constitution_save,damage_resistances_count,damage_immunities_count,offensive_threat,max_damage_per_hit,intelligence_save,legendary_actions_count,charisma_save,hit_dice_count,dexterity_save,condition_immunities_count,passive_perception,special_abilities_count,charisma,skills.arcana,skills.stealth,constitution,cr
Yumerai,65,13,2.0,2.0,1,0,21,7,1.0,0,3.0,10,3.0,1,14,2,16,1.0,5.0,14,2.0
Zalikum,103,16,0.0,5.0,3,4,52,13,-1.0,0,5.0,9,6.0,6,13,3,15,-1.0,3.0,21,7.0
Zeitgeist,82,14,0.0,3.0,0,1,48,12,1.0,0,-2.0,11,4.0,2,10,2,6,1.0,4.0,16,6.0
Zouyu,114,17,4.0,3.0,0,0,64,16,-2.0,0,4.0,12,10.0,0,17,3,18,-2.0,10.0,16,6.0
Aboleth,171,17,9.0,8.0,0,0,57,19,9.0,5,4.0,18,5.0,0,15,2,18,5.0,1.0,18,11.0
Aboleth Thrall,45,12,0.0,2.0,0,0,4,4,0.0,0,1.0,7,2.0,0,10,1,12,0.0,2.0,14,2.0
Abominable Snowman,136,12,1.0,3.0,0,1,27,9,-1.0,0,3.0,16,1.0,0,13,3,16,-1.0,1.0,16,4.0
Accursed Guardian Naga,136,18,8.0,7.0,0,1,77,11,7.0,0,8.0,16,8.0,2,14,4,18,3.0,4.0,16,12.0
Accursed Spirit Naga,85,16,5.0,6.0,0,1,60,10,3.0,0,6.0,10,6.0,2,12,2,16,3.0,3.0,16,8.0
Acolyte,11,10,2.0,1.0,0,0,10,2,0.0,0,0.0,2,0.0,0,12,1,10,0.0,0.0,12,0.25
Adult Amethyst Dragon,220,18,8.0,10.0,2,0,100,20,12.0,5,11.0,21,5.0,1,18,4,20,6.0,5.0,18,17.0
Adult Black Dragon,253,19,7.0,11.0,0,1,132,22,2.0,4,9.0,22,8.0,0,20,5,16,2.0,2.0,20,17.0
Adult Black Dragon Lich,253,19,7.0,11.0,0,3,132,22,2.0,4,9.0,22,8.0,5,20,2,16,2.0,2.0,20,17.0
Adult Blue Dragon,275,19,8.0,12.0,0,1,161,23,3.0,4,10.0,22,6.0,0,21,4,18,3.0,0.0,22,19.0
Adult Brass Dragon,161,18,7.0,10.0,0,1,220,22,4.0,4,8.0,14,5.0,0,20,4,16,4.0,0.0,20,16.0
Adult Bronze Dragon,287,18,8.0,12.0,0,1,230,23,3.0,4,10.0,23,6.0,0,21,4,18,3.0,0.0,22,18.0
Adult Copper Dragon,253,18,8.0,11.0,0,1,220,22,4.0,4,9.0,22,7.0,0,20,3,16,4.0,1.0,20,17.0
Adult Earth Dragon,287,19,8.0,12.0,1,0,140,28,8.0,4,7.0,23,2.0,1,21,5,20,6.0,2.0,22,18.0
Adult Emerald Dragon,241,18,7.0,10.0,2,0,110,22,12.0,5,10.0,23,6.0,1,17,4,18,6.0,6.0,18,17.0
Adult Gold Dragon,324,19,8.0,13.0,0,1,320,32,3.0,4,13.0,24,8.0,0,21,3,24,3.0,2.0,24,20.0
Adult Green Dragon,287,18,8.0,11.0,0,1,154,22,4.0,4,9.0,25,7.0,1,21,4,16,4.0,1.0,20,18.0
Adult Red Dragon,310,19,8.0,13.0,0,1,168,24,3.0,4,11.0,23,6.0,0,22,4,20,3.0,0.0,24,20.0
Adult River Dragon,252,18,9.0,8.0,1,0,84,21,6.0,5,7.0,24,9.0,1,19,6,16,2.0,5.0,18,17.0
Adult Sapphire Dragon,304,19,11.0,10.0,0,1,132,22,12.0,4,10.0,29,6.0,1,24,5,16,6.0,6.0,18,19.0
Adult Shadow Dragon,212,18,8.0,12.0,6,2,110,22,8.0,5,6.0,17,8.0,7,18,5,23,2.0,2.0,22,19.0
Adult Silver Dragon,283,19,7.0,13.0,0,1,230,23,3.0,4,11.0,21,8.0,0,20,3,20,3.0,2.0,24,19.0
Adult White Dragon,250,18,7.0,11.0,0,1,132,22,-1.0,4,7.0,20,6.0,0,20,3,14,-1.0,1.0,22,16.0
Air Elemental,90,14,0.0,2.0,3,1,42,14,-2.0,0,-2.0,12,4.0,9,10,2,6,-2.0,4.0,14,5.0
Aklea,656,21,14.0,17.0,0,2,152,38,13.0,5,15.0,32,7.0,0,17,2,26,6.0,7.0,30,22.0
Alchemist,91,14,5.0,5.0,2,0,15,5,4.0,0,1.0,14,6.0,0,15,7,13,4.0,3.0,14,6.0
Allosaurus,57,15,1.0,3.0,0,0,17,17,-4.0,0,-3.0,6,4.0,0,11,0,5,-4.0,4.0,16,3.0
Alpha Werewolf,104,12,0.0,2.0,0,2,24,6,0.0,0,0.0,16,2.0,0,14,4,10,0.0,2.0,14,6.0
Amethyst Dragon Wyrmling,45,16,0.0,2.0,2,0,26,13,3.0,0,2.0,7,2.0,1,12,1,14,3.0,2.0,14,2.0
Ancient Aboleth,342,17,9.0,8.0,0,0,57,19,9.0,8,4.0,36,5.0,0,15,2,18,5.0,1.0,18,11.0
Ancient Amethyst Dragon,313,20,10.0,13.0,2,0,140,28,15.0,5,14.0,19,7.0,1,20,4,24,8.0,7.0,22,23.0
Ancient Black Dragon,367,22,9.0,14.0,0,1,180,30,3.0,4,11.0,21,9.0,0,22,5,18,3.0,2.0,24,23.0
Ancient Blue Dragon,407,22,11.0,16.0,0,1,217,31,4.0,4,13.0,22,8.0,0,24,4,20,4.0,0.0,26,25.0
Ancient Brass Dragon,367,20,10.0,14.0,0,1,300,30,5.0,4,11.0,21,7.0,0,23,4,18,5.0,0.0,24,22.0
Ancient Bronze Dragon,425,21,10.0,15.0,0,1,279,31,4.0,4,12.0,23,7.0,0,23,4,20,4.0,0.0,26,24.0
Ancient Copper Dragon,367,21,10.0,14.0,0,1,270,30,5.0,4,11.0,21,8.0,0,23,3,18,5.0,1.0,24,23.0
Ancient Earth Dragon,425,22,13.0,15.0,1,0,175,35,10.0,4,9.0,23,2.0,1,26,5,14,3.0,2.0,26,24.0
Ancient Emerald Dragon,346,20,9.0,13.0,2,0,150,30,15.0,5,13.0,21,8.0,1,19,4,22,8.0,8.0,22,24.0
Ancient Gold Dragon,487,22,11.0,17.0,0,1,320,32,4.0,4,17.0,25,10.0,0,24,3,28,4.0,2.0,28,26.0
Ancient Green Dragon,420,21,10.0,14.0,0,1,210,30,5.0,4,11.0,24,8.0,1,23,5,28,5.0,1.0,24,24.0
Ancient Red Dragon,448,22,11.0,17.0,0,1,224,32,4.0,4,14.0,23,8.0,0,24,4,22,4.0,0.0,28,26.0
Ancient River Dragon,372,20,14.0,12.0,1,0,116,29,10.0,5,12.0,24,14.0,1,24,6,20,3.0,7.0,20,23.0
Ancient Sapphire Dragon,429,21,14.0,13.0,0,1,174,29,15.0,4,12.0,26,7.0,1,27,5,20,8.0,7.0,22,25.0
Ancient Shadow Dragon,296,21,10.0,15.0,6,2,150,30,10.0,5,8.0,16,10.0,7,20,5,26,3.0,3.0,26,24.0
Ancient Silver Dragon,429,22,9.0,16.0,0,1,320,32,4.0,4,13.0,22,9.0,0,22,3,22,4.0,2.0,28,25.0
Ancient White Dragon,370,20,10.0,15.0,0,1,180,30,0.0,4,10.0,20,8.0,0,23,3,16,0.0,1.0,26,22.0
Animated Armor,31,18,0.0,0.0,1,2,7,7,-5.0,0,-5.0,7,0.0,8,10,2,1,-5.0,0.0,10,1.0
Ankheg,45,14,2.0,2.0,1,0,48,16,-4.0,0,-1.0,6,0.0,0,12,0,8,-4.0,0.0,14,2.0
Ankheg Queen,59,14,2.0,2.0,1,0,48,16,-4.0,3,-1.0,7,0.0,0,12,0,8,-4.0,0.0,14,3.0
Ankheg Spawn,11,13,2.0,1.0,1,0,15,5,-4.0,0,-1.0,2,1.0,0,12,0,8,-4.0,1.0,12,0.25
Ankylosaurus,63,16,1.0,4.0,0,0,17,17,-4.0,0,-3.0,6,0.0,0,11,0,5,-4.0,0.0,18,3.0
Ape,19,12,1.0,2.0,0,0,18,6,-2.0,0,-2.0,3,2.0,0,13,0,6,-2.0,2.0,14,0.5
Apprentice Mage,11,10,0.0,1.0,0,0,15,5,2.0,0,0.0,2,0.0,0,10,1,10,2.0,0.0,12,0.5
Arcane Blademaster,256,20,8.0,11.0,0,0,220,22,11.0,0,1.0,27,1.0,0,12,5,12,5.0,1.0,20,19.0
Archfey,330,16,9.0,3.0,0,0,81,9,3.0,0,9.0,44,9.0,4,19,3,20,3.0,5.0,16,12.0
Archmage,117,12,7.0,2.0,0,1,176,22,9.0,0,2.0,18,2.0,1,17,3,14,5.0,2.0,14,11.0
Archpriest,150,20,10.0,3.0,1,0,48,8,7.0,0,8.0,20,0.0,0,15,3,16,2.0,0.0,16,16.0
Ascetic Grandmaster,172,20,10.0,8.0,1,0,20,10,5.0,0,5.0,23,10.0,3,22,7,10,0.0,5.0,16,14.0
Assassin,97,16,4.0,2.0,0,0,12,6,4.0,0,1.0,15,6.0,0,14,4,12,1.0,3.0,14,7.0
Awakened Shrub,7,9,0.0,0.0,2,0,1,1,0.0,0,-2.0,2,-1.0,0,10,1,6,0.0,-1.0,10,0.0
Awakened Tree,51,13,0.0,2.0,2,0,14,14,0.0,0,0.0,6,-2.0,0,10,1,10,0.0,-2.0,14,2.0
Axe Beak,16,11,0.0,0.0,0,0,5,5,-4.0,0,-3.0,3,1.0,0,10,0,4,-4.0,1.0,10,0.25
Azer,39,16,1.0,2.0,0,2,18,9,0.0,0,0.0,6,1.0,1,11,1,10,0.0,1.0,14,2.0
Azer Forgemaster,78,16,3.0,2.0,0,2,24,8,1.0,0,3.0,12,2.0,1,13,1,16,1.0,2.0,14,4.0
Baboon,3,12,1.0,0.0,0,0,1,1,-3.0,0,-2.0,1,2.0,0,11,1,6,-3.0,2.0,10,0.0
Badger,3,10,1.0,1.0,0,0,1,1,-4.0,0,-3.0,1,0.0,0,11,1,4,-4.0,0.0,12,0.0
Balor,299,19,11.0,11.0,3,2,105,21,5.0,0,12.0,26,10.0,1,21,4,22,5.0,4.0,20,19.0
Balor General,379,19,11.0,11.0,3,2,105,21,5.0,0,12.0,33,10.0,1,21,6,22,5.0,4.0,20,24.0
Bandit,9,12,0.0,0.0,0,0,12,4,0.0,0,0.0,2,0.0,0,10,0,10,0.0,0.0,10,0.125
Bandit Captain,65,15,1.0,4.0,0,0,18,6,2.0,0,2.0,10,5.0,0,11,0,14,2.0,3.0,14,3.0
Banshee,58,13,2.0,0.0,5,3,0,0,1.0,0,4.0,13,3.0,9,10,5,18,1.0,3.0,10,4.0
Barbed Devil,102,15,5.0,7.0,3,2,40,10,1.0,0,5.0,12,3.0,1,17,4,14,1.0,3.0,18,5.0
Basilisk,52,15,0.0,3.0,0,0,12,6,-4.0,0,-1.0,7,-1.0,0,10,0,8,-4.0,-1.0,16,3.0
Bat,1,12,1.0,1.0,0,0,1,1,-4.0,0,-3.0,1,0.0,0,11,2,4,-4.0,0.0,12,0.0
Bearded Devil,52,13,3.0,4.0,3,2,24,8,-1.0,0,0.0,8,2.0,2,11,3,10,-1.0,2.0,14,3.0
Behir,168,16,7.0,4.0,0,1,120,24,4.0,0,1.0,16,6.0,0,17,2,12,0.0,2.0,18,11.0
Behir Magus,168,16,7.0,4.0,0,1,120,24,4.0,0,1.0,16,6.0,0,17,2,12,0.0,2.0,18,12.0
Berserker,45,13,0.0,5.0,0,0,32,8,0.0,0,1.0,6,2.0,0,12,2,12,0.0,0.0,16,2.0
Black Bear,19,11,1.0,2.0,0,0,15,5,-4.0,0,-2.0,3,0.0,0,13,1,6,-4.0,0.0,14,0.5
Black Dragon Wyrmling,44,17,0.0,1.0,0,1,26,13,0.0,0,1.0,8,3.0,0,12,2,12,0.0,3.0,12,2.0
Black Pudding,85,7,-2.0,3.0,0,4,6,6,-5.0,0,-5.0,10,-3.0,6,8,5,1,-5.0,-3.0,16,4.0
Blackguard,82,18,5.0,6.0,0,0,60,10,1.0,0,2.0,11,1.0,0,15,1,14,1.0,1.0,16,5.0
Blink Dog,22,13,1.0,1.0,0,0,5,5,0.0,0,0.0,4,3.0,0,13,1,10,0.0,3.0,12,0.25
Blood Hawk,7,11,2.0,0.0,0,0,3,3,-4.0,0,-3.0,2,1.0,0,12,2,4,-4.0,1.0,10,0.125
Blue Dragon Wyrmling,58,17,0.0,2.0,0,1,38,19,1.0,0,2.0,9,1.0,0,12,2,14,1.0,1.0,14,3.0
Boar,11,11,0.0,1.0,0,0,4,4,-4.0,0,-3.0,2,0.0,0,10,1,4,-4.0,0.0,12,0.25
Boggard,13,12,0.0,0.0,0,0,12,4,0.0,0,0.0,3,2.0,0,10,2,10,0.0,2.0,10,0.25
Boggard Bravo,27,12,0.0,0.0,0,0,12,4,0.0,0,0.0,6,2.0,0,10,2,10,0.0,2.0,10,0.5
Boggard Sovereign,67,13,2.0,2.0,0,0,48,12,1.0,0,1.0,9,1.0,0,13,2,12,1.0,1.0,14,3.0
Bolt-Thrower,44,14,-2.0,2.0,0,2,24,8,-5.0,0,-5.0,8,3.0,8,14,2,1,-5.0,3.0,14,2.0
Bone Devil,142,19,7.0,4.0,3,0,51,17,6.0,0,7.0,15,3.0,0,16,3,16,3.0,3.0,18,9.0
Brass Dragon Wyrmling,38,16,1.0,1.0,0,1,52,13,2.0,0,1.0,7,1.0,0,13,1,12,2.0,1.0,12,2.0
Bronze Dragon Wyrmling,39,16,0.0,2.0,0,1,56,14,1.0,0,2.0,6,0.0,0,12,1,14,1.0,0.0,14,3.0
Brown Bear,34,11,1.0,3.0,0,0,22,11,-4.0,0,-3.0,4,0.0,0,13,1,4,-4.0,0.0,16,1.0
Bugbear,30,12,1.0,2.0,0,0,36,9,0.0,0,0.0,5,2.0,0,15,0,10,0.0,2.0,14,1.0
Bugbear Chief,71,15,1.0,2.0,0,0,44,11,0.0,0,0.0,11,2.0,0,15,0,10,0.0,2.0,14,4.0
Bulette,95,17,0.0,4.0,0,0,90,30,-1.0,0,-1.0,10,0.0,0,13,1,8,-4.0,0.0,18,6.0
Bunyip,150,14,4.0,6.0,2,0,57,19,-4.0,0,-1.0,12,5.0,0,16,3,8,-4.0,2.0,22,8.0
Cambion,93,16,5.0,7.0,4,0,52,13,6.0,0,7.0,11,4.0,0,15,0,18,3.0,4.0,18,5.0
Camel,15,10,-1.0,2.0,0,0,2,2,-4.0,0,-3.0,2,0.0,0,9,0,4,-4.0,0.0,14,0.125
Cat,2,12,1.0,0.0,0,0,1,1,-4.0,0,-2.0,1,2.0,0,13,2,6,-4.0,2.0,10,0.0
Cave Bear,42,12,1.0,3.0,0,0,27,9,-4.0,0,-3.0,5,0.0,0,13,1,4,-4.0,0.0,16,2.0
Cave Ogre,119,12,0.0,3.0,0,0,39,13,0.0,0,-1.0,14,-1.0,0,10,1,8,0.0,-1.0,16,2.0
Cave Troll,84,18,1.0,5.0,0,0,52,13,-1.0,0,-1.0,8,1.0,0,11,5,8,-1.0,1.0,20,6.0
Centaur,45,13,3.0,2.0,0,0,50,10,0.0,0,0.0,6,3.0,0,17,0,10,0.0,3.0,14,2.0
Chain Devil,127,17,5.0,8.0,3,2,28,14,0.0,0,7.0,15,2.0,1,12,5,16,0.0,2.0,18,9.0
Champion Warrior,90,16,4.0,6.0,0,0,30,10,0.0,0,2.0,12,7.0,0,14,0,14,0.0,4.0,16,5.0
Chimera,114,13,6.0,7.0,0,0,44,11,-1.0,3,0.0,12,0.0,0,21,3,10,-4.0,0.0,18,7.0
Chuul,93,16,3.0,3.0,0,1,33,11,-3.0,0,0.0,11,0.0,2,13,2,10,-3.0,0.0,16,5.0
Clay Guardian,133,14,0.0,4.0,0,5,32,16,-4.0,0,-5.0,14,0.0,6,10,1,1,-4.0,0.0,18,9.0
Cloaker,97,13,4.0,2.0,1,0,44,11,1.0,0,1.0,13,3.0,2,11,2,12,1.0,3.0,14,8.0
Clockwork Sentinel,60,18,-2.0,3.0,0,2,24,8,-5.0,0,-5.0,8,1.0,8,12,3,1,-5.0,1.0,16,4.0
Cloud Giant,187,14,7.0,10.0,2,0,156,39,1.0,0,7.0,15,0.0,0,17,2,16,1.0,0.0,22,10.0
Cloud Giant Noble,187,14,7.0,10.0,2,0,312,39,1.0,0,7.0,15,0.0,0,17,2,16,1.0,0.0,22,12.0
Cockatrice,27,12,1.0,1.0,0,0,4,4,-4.0,0,-3.0,6,2.0,0,11,0,5,-4.0,2.0,12,0.5
Commoner,4,10,0.0,0.0,0,0,6,2,0.0,0,0.0,1,0.0,0,10,0,10,0.0,0.0,10,0.0
Commoner Mob,45,10,0.0,0.0,0,0,30,10,0.0,0,0.0,10,0.0,0,10,3,10,0.0,0.0,10,0.0
Constrictor Snake,13,11,0.0,1.0,0,0,12,6,-4.0,0,-4.0,2,1.0,0,10,0,3,-4.0,1.0,12,0.25
Copper Dragon Wyrmling,44,16,0.0,1.0,0,1,52,13,2.0,0,1.0,8,1.0,0,17,1,13,2.0,1.0,13,2.0
Coralfish,27,12,1.0,1.0,0,0,4,4,-4.0,0,-3.0,6,2.0,0,11,1,5,-4.0,2.0,12,0.5
Corrupted Unicorn,85,14,5.0,4.0,0,1,90,9,3.0,0,5.0,9,4.0,3,15,1,20,3.0,4.0,18,5.0
Cosmopolitan Alchemist,91,14,5.0,5.0,2,0,15,5,4.0,0,1.0,14,6.0,0,15,7,13,4.0,3.0,14,6.0
Couatl,85,16,7.0,6.0,3,0,56,14,4.0,0,6.0,10,4.0,0,17,1,18,4.0,4.0,18,4.0
Coven Green Hag,97,14,4.0,4.0,0,0,108,12,2.0,0,3.0,15,2.0,0,14,2,16,2.0,2.0,14,5.0
Coven Night Hag,120,17,5.0,6.0,0,0,60,12,3.0,0,3.0,16,2.0,0,15,3,16,3.0,2.0,16,7.0
Coven Sea Hag,75,14,3.0,5.0,0,0,40,10,1.0,0,3.0,10,1.0,0,11,3,16,1.0,1.0,16,4.0
Coven Winter Hag,135,17,6.0,6.0,1,0,120,15,3.0,0,4.0,18,3.0,0,16,3,18,3.0,3.0,16,9.0
Crab,2,12,-1.0,0.0,0,0,1,1,-5.0,0,-3.0,1,0.0,0,9,1,4,-5.0,0.0,10,0.0
Crime Boss,127,15,3.0,4.0,0,0,28,7,3.0,0,3.0,15,2.0,0,16,0,16,3.0,2.0,18,6.0
Crocodile,19,12,0.0,1.0,0,0,7,7,-4.0,0,-3.0,3,0.0,0,10,1,4,-4.0,0.0,12,0.5
Crusher,115,20,-2.0,5.0,0,2,46,23,-5.0,0,-5.0,11,-1.0,8,12,2,1,-5.0,-1.0,20,10.0
Cult Fanatic,39,12,4.0,2.0,0,0,112,16,0.0,0,2.0,6,2.0,0,12,2,14,0.0,2.0,14,2.0
Cultist,9,12,0.0,0.0,0,0,8,4,0.0,0,0.0,2,2.0,0,10,1,10,0.0,2.0,10,0.125
Cutthroat,27,12,4.0,0.0,0,0,10,5,1.0,0,2.0,6,4.0,0,14,1,14,1.0,2.0,10,1.0
Cyclops,126,13,0.0,5.0,0,0,96,32,-1.0,0,0.0,11,0.0,0,10,2,10,-1.0,0.0,20,7.0
Cyclops Myrmidon,126,17,0.0,5.0,0,0,96,32,-1.0,0,0.0,11,0.0,0,10,2,10,-1.0,0.0,20,10.0
Darkmantle,22,11,0.0,1.0,0,0,18,6,-4.0,0,-3.0,5,1.0,0,10,2,5,-4.0,1.0,12,0.5
Dead Mans Fingers,190,15,1.0,5.0,0,0,30,10,-1.0,0,-1.0,20,0.0,8,11,4,1,-5.0,0.0,20,10.0
Death Dog,32,12,1.0,2.0,0,0,10,5,-4.0,0,-2.0,5,2.0,0,18,1,6,-4.0,2.0,14,1.0
Deep Dwarf Soldier,19,16,0.0,4.0,0,0,24,6,0.0,0,0.0,3,1.0,0,12,2,10,0.0,1.0,14,0.5
Deep Gnome Scout,19,15,2.0,2.0,0,0,18,6,0.0,0,0.0,3,5.0,0,16,4,10,0.0,3.0,14,0.5
Deer,4,13,2.0,0.0,0,0,4,2,-4.0,0,-3.0,1,3.0,0,12,1,4,-4.0,3.0,10,0.0
Demilich,159,20,12.0,9.0,0,4,80,40,13.0,5,11.0,29,7.0,9,22,3,20,7.0,7.0,16,18.0
Demilich Mastermind,319,20,12.0,9.0,0,4,80,40,13.0,5,11.0,58,7.0,9,22,3,20,7.0,7.0,16,18.0
Deva,153,17,9.0,4.0,2,0,110,22,4.0,0,9.0,18,4.0,3,19,5,20,4.0,4.0,18,10.0
Diplodocus,139,14,1.0,5.0,0,0,63,21,-4.0,0,-3.0,9,-1.0,0,11,0,5,-4.0,-1.0,20,7.0
Dire Centipede,45,13,0.0,1.0,0,0,4,4,-5.0,0,-4.0,6,0.0,0,10,1,3,-5.0,0.0,12,2.0
Dire Tyrannosaurus Rex,253,13,3.0,5.0,0,0,75,25,-2.0,0,-3.0,22,0.0,0,11,0,5,-2.0,0.0,20,8.0
Dire Wolf,30,13,1.0,2.0,0,0,8,8,-4.0,0,-2.0,4,2.0,0,13,2,6,-4.0,2.0,14,1.0
Diseased Giant Rat,7,12,0.0,0.0,0,0,4,4,-4.0,0,-3.0,2,2.0,0,10,2,4,-4.0,2.0,10,0.125
Divi,172,18,6.0,10.0,1,0,96,24,5.0,0,6.0,15,1.0,1,16,2,6,-3.0,1.0,22,11.0
Divi Noble,345,18,6.0,10.0,1,0,96,24,5.0,0,6.0,30,1.0,1,16,2,6,-3.0,1.0,22,11.0
Djinni,172,16,7.0,6.0,2,0,140,35,6.0,0,9.0,15,10.0,0,17,1,20,2.0,6.0,22,11.0
Djinni Noble,344,16,7.0,6.0,2,0,140,35,6.0,0,9.0,30,10.0,0,17,1,20,2.0,6.0,22,11.0
Doppelganger,52,14,2.0,2.0,0,0,11,11,0.0,0,3.0,8,4.0,0,12,0,16,0.0,4.0,14,3.0
Draft Horse,22,10,0.0,2.0,0,0,3,3,-4.0,0,-2.0,3,0.0,0,10,0,6,-4.0,0.0,14,0.25
Dragon Cultist,39,12,4.0,2.0,0,0,112,16,0.0,0,2.0,6,2.0,0,12,3,14,0.0,2.0,14,2.0
Dragon Turtle,264,21,9.0,12.0,2,0,260,52,8.0,0,3.0,16,6.0,0,13,2,16,2.0,0.0,22,17.0
Dragonbound Warrior,11,13,2.0,1.0,0,0,8,4,0.0,0,0.0,2,1.0,0,14,2,10,0.0,1.0,12,0.25
Drainpipe Gargoyle,45,15,2.0,5.0,3,1,45,9,-1.0,0,-1.0,6,0.0,4,14,2,8,-1.0,0.0,16,2.0
Dread Knight,262,18,10.0,12.0,0,4,78,13,8.0,0,11.0,25,9.0,5,20,2,20,2.0,3.0,22,19.0
Dread Knight Champion,346,18,10.0,12.0,0,4,78,13,8.0,0,11.0,33,9.0,5,20,3,20,2.0,3.0,22,23.0
Dread Troll,105,15,1.0,5.0,0,0,0,0,-1.0,0,-1.0,10,1.0,0,11,5,8,-1.0,1.0,20,7.0
Dretch,18,10,-1.0,1.0,3,1,4,4,-3.0,0,-4.0,4,0.0,1,9,2,3,-3.0,0.0,12,0.25
Drider,114,17,3.0,4.0,1,0,75,15,0.0,0,1.0,12,3.0,0,16,3,12,0.0,3.0,18,6.0
Drop Bear,42,12,1.0,3.0,0,0,27,9,-4.0,0,-3.0,5,0.0,0,13,3,4,-4.0,0.0,16,3.0
Druid,39,11,4.0,2.0,0,0,77,11,1.0,0,0.0,6,1.0,0,14,1,10,1.0,1.0,14,2.0
Dryad,22,15,3.0,0.0,0,0,18,6,1.0,0,4.0,5,1.0,0,14,3,18,1.0,1.0,10,0.5
Duelist,90,16,4.0,6.0,0,0,16,8,0.0,0,2.0,12,7.0,0,14,0,14,0.0,4.0,16,5.0
Dust Mephit,17,12,0.0,0.0,0,1,12,4,-1.0,0,0.0,5,2.0,1,12,3,10,-1.0,2.0,10,0.5
Eagle,3,12,2.0,0.0,0,0,1,1,-4.0,0,-2.0,1,2.0,0,14,1,6,-4.0,2.0,10,0.0
Earth Dragon Wyrmling,58,17,2.0,2.0,1,0,26,13,1.0,0,0.0,9,1.0,1,14,3,10,1.0,1.0,14,3.0
Earth Elemental,114,17,0.0,4.0,1,1,68,17,-2.0,0,-2.0,12,0.0,5,10,3,6,-2.0,0.0,18,5.0
Efreeti,172,17,7.0,6.0,0,1,84,21,6.0,0,7.0,15,8.0,0,17,1,16,2.0,4.0,22,11.0
Efreeti Noble,344,17,7.0,6.0,0,1,84,21,6.0,0,7.0,30,8.0,0,17,1,16,2.0,4.0,22,11.0
Elder Black Pudding,171,7,-2.0,3.0,0,4,12,6,-5.0,0,-5.0,18,-3.0,6,8,5,1,-5.0,-3.0,16,8.0
Elder Vampire,285,16,7.0,5.0,3,0,28,14,3.0,5,8.0,30,8.0,0,17,7,18,3.0,4.0,20,11.0
Elephant,76,12,0.0,3.0,0,0,44,22,-3.0,0,-2.0,8,-1.0,0,10,0,6,-3.0,-1.0,16,4.0
Elk,15,10,0.0,2.0,0,0,5,5,-4.0,0,-3.0,2,0.0,0,10,0,4,-4.0,0.0,14,0.25
Emerald Dragon Wyrmling,45,16,0.0,1.0,2,0,26,13,2.0,0,1.0,7,2.0,1,12,1,12,2.0,2.0,12,2.0
Empyrean,328,21,14.0,17.0,0,2,152,38,13.0,5,15.0,16,7.0,0,17,2,26,6.0,7.0,30,22.0
Erinyes,161,18,7.0,8.0,3,2,32,8,2.0,0,8.0,19,8.0,1,17,2,18,2.0,4.0,18,12.0
Ettercap,44,13,1.0,1.0,0,0,32,8,-1.0,0,-1.0,8,5.0,0,13,4,8,-1.0,3.0,13,2.0
Ettin,85,12,0.0,5.0,0,0,105,21,-1.0,0,-1.0,10,-1.0,0,12,3,8,-1.0,-1.0,16,4.0
Faerie Dragon,14,15,1.0,1.0,0,0,4,1,2.0,0,3.0,4,5.0,0,13,1,16,2.0,5.0,12,1.0
Faerie Dragon Familiar,14,15,1.0,1.0,0,0,4,1,2.0,0,3.0,4,5.0,0,13,1,16,2.0,5.0,12,1.0
Faerie Eater Troll,84,15,1.0,5.0,0,0,44,11,-1.0,0,-1.0,8,1.0,0,11,6,8,-1.0,1.0,20,6.0
Faerie Noble,165,16,9.0,3.0,0,0,63,9,3.0,0,9.0,22,9.0,4,19,3,20,3.0,5.0,16,12.0
Fallen Deva,153,17,9.0,4.0,2,0,132,22,4.0,0,9.0,18,4.0,3,19,5,20,4.0,4.0,18,10.0
Fallen Planetar,250,19,12.0,7.0,2,2,100,20,6.0,0,12.0,20,6.0,4,22,2,24,6.0,6.0,24,16.0
Fallen Solar,319,21,10.0,9.0,2,2,92,23,6.0,8,17.0,22,6.0,4,27,2,30,6.0,6.0,28,21.0
Fell Nightmare,93,13,1.0,3.0,0,1,22,11,0.0,0,2.0,11,2.0,0,11,5,14,0.0,2.0,16,5.0
Fey Knight,58,16,5.0,2.0,0,0,32,8,1.0,0,5.0,9,6.0,2,15,2,16,1.0,4.0,14,4.0
Fire Elemental,90,14,0.0,2.0,1,2,39,13,-2.0,0,-2.0,12,4.0,8,10,4,6,-2.0,4.0,14,5.0
Fire Giant,162,18,2.0,10.0,0,1,168,42,0.0,0,5.0,13,4.0,0,16,1,12,0.0,0.0,22,11.0
Fire Giant War Priest,162,18,2.0,10.0,0,1,252,42,0.0,0,5.0,13,4.0,0,16,1,12,0.0,0.0,22,12.0
Flesh Guardian,93,9,0.0,4.0,0,4,72,18,-2.0,0,-3.0,11,-1.0,6,10,7,5,-2.0,-1.0,18,5.0
Flumph,7,12,2.0,0.0,0,0,2,1,2.0,0,0.0,2,2.0,0,12,4,10,2.0,2.0,10,0.125
Flying Lion,57,12,3.0,4.0,0,0,27,9,-4.0,0,-1.0,6,2.0,0,15,1,8,-4.0,2.0,18,3.0
Flying Snake,7,13,1.0,1.0,0,0,1,1,-4.0,0,-3.0,2,3.0,0,11,1,4,-4.0,3.0,12,0.125
Flying Sword,10,17,0.0,0.0,1,2,5,5,-5.0,0,-5.0,3,1.0,8,10,2,1,-5.0,1.0,10,0.25
