name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance,speed.lightwalking
Qiqirn,2,Monstrosity,Monstrosity,0,0,14,38,7,15,18,14,5,12,13,2.0,4.0,4.0,-3.0,3.0,1.0,3.0,0,1,0,0,13,18.0,0.0,0.0,0.0,0.0,1,2.0,2,1,0,2,0,30.0,,,3.0,,,,6.0,,,,,,,,,,,,,,,
Quickserpent,4,Beast,Beast,0,0,15,102,12,20,12,17,5,14,7,5.0,1.0,3.0,-3.0,2.0,-2.0,2.0,0,0,0,0,12,0.0,0.0,18.0,0.0,0.0,1,4.0,3,0,0,1,0,40.0,,,,,,,3.0,20.0,,,20.0,,,,,,,,,,,
Quoreq,3,Aberration,Aberration,-1,-1,15,93,11,17,13,18,11,14,8,3.0,1.0,7.0,0.0,2.0,-1.0,5.0,0,0,1,5,15,0.0,18.0,0.0,0.0,18.0,2,5.0,3,0,0,3,0,40.0,,,5.0,,,,,,,,,,,,,,,,,,,
Radiant Spark Swarm,3,Elemental,Swarm,0,0,16,38,7,8,17,12,2,13,15,-1.0,3.0,1.0,-4.0,1.0,2.0,1.0,0,3,3,11,11,18.0,0.0,0.0,0.0,0.0,1,3.0,1,0,0,4,0,0.0,,,,,,60.0,,,,,,,,True,,,,,,,,
Repository,3,Construct,Construct,0,0,15,110,13,19,10,18,16,12,6,4.0,0.0,4.0,3.0,1.0,-2.0,1.0,0,3,2,6,11,36.0,0.0,0.0,0.0,0.0,1,7.0,3,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Resinous Frog,2,Beast,Beast,0,0,12,19,3,14,9,16,3,11,6,2.0,-1.0,3.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,0.25,2,0,0,3,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Righteous Sentinel,4,Construct,Construct,1,1,15,104,11,21,10,18,8,11,3,5.0,0.0,4.0,-1.0,0.0,-4.0,6.0,-1,0,5,7,16,36.0,0.0,0.0,0.0,0.0,2,9.0,3,1,0,5,0,30.0,,,6.0,,,,,,,,,,,,,,,,,,,
Rock Roach,3,Beast,Beast,0,0,16,67,9,15,14,17,1,6,1,2.0,2.0,3.0,-5.0,-2.0,-5.0,-2.0,0,1,0,0,8,0.0,18.0,0.0,0.0,0.0,1,2.0,3,0,0,1,0,30.0,,,,,,,,20.0,,,,,,,,,,,,,,
Rotsam Swarm,4,Ooze,Swarm,0,0,9,142,15,19,8,18,1,9,6,4.0,-1.0,4.0,-5.0,-1.0,-2.0,-1.0,0,3,1,11,9,0.0,18.0,0.0,0.0,0.0,1,6.0,1,0,0,3,0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,
Rotsam,1,Ooze,Ooze,0,0,13,45,10,5,16,14,1,9,6,-3.0,3.0,2.0,-5.0,-1.0,-2.0,-1.0,0,0,1,6,9,0.0,18.0,0.0,0.0,0.0,1,2.0,1,0,0,3,0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,
Rum Lord,2,Fey,Fey,-1,-1,15,78,12,18,14,17,12,9,16,4.0,2.0,3.0,1.0,-1.0,3.0,-1.0,0,0,0,1,9,36.0,0.0,0.0,0.0,0.0,1,4.0,5,0,0,5,0,20.0,10.0,,,,,,,,,,10.0,,,,6.0,,,,,5.0,,
Runeswarm,4,Construct,Construct,0,0,15,150,20,3,20,15,2,12,18,-4.0,5.0,2.0,-4.0,1.0,4.0,1.0,0,3,0,12,11,0.0,18.0,0.0,0.0,0.0,1,10.0,3,0,0,2,0,0.0,,,,,,60.0,,,,,,,,,,,,,,,,
Salamander Monarch,4,Elemental,Elemental,0,-1,17,161,17,20,18,18,15,14,18,5.0,4.0,9.0,2.0,7.0,4.0,2.0,-1,0,4,0,12,27.0,0.0,0.0,0.0,0.0,3,13.0,4,0,0,4,0,30.0,,,,,,,,,,,,,7.0,,,,,,,9.0,,
Sanddrift Drake,4,Dragon,Dragon,0,0,16,102,12,13,19,17,7,15,7,1.0,4.0,3.0,-2.0,2.0,-2.0,5.0,0,1,1,1,15,18.0,0.0,9.0,0.0,0.0,1,6.0,4,0,0,2,0,40.0,,,5.0,,,,7.0,40.0,,,20.0,,,,,,5.0,,,,,
Sapphire Jelly,3,Ooze,Ooze,0,0,9,144,17,16,8,18,3,12,12,3.0,-1.0,4.0,-4.0,4.0,4.0,1.0,0,0,2,7,11,0.0,18.0,0.0,0.0,0.0,1,6.0,3,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Sarsaok,5,Monstrosity,Monstrosity,0,0,17,136,13,21,12,18,3,12,8,5.0,1.0,4.0,-4.0,1.0,-1.0,4.0,-1,1,2,1,14,18.0,0.0,0.0,0.0,0.0,1,7.0,4,0,0,3,0,40.0,,,4.0,,,,,,,,,,,,,,,,,,,
Sasori Fukurowashi,3,Fey,kami,0,1,17,123,19,17,19,15,11,21,19,3.0,8.0,2.0,0.0,9.0,4.0,9.0,0,8,1,2,19,0.0,0.0,0.0,18.0,0.0,2,9.0,4,0,0,4,0,40.0,,,9.0,,,80.0,8.0,,,,20.0,,,,,,,,,,,
Sasquatch,4,Beast,Beast,0,0,14,119,14,18,14,16,4,12,7,4.0,2.0,3.0,-3.0,1.0,-2.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,1,5.0,5,0,0,4,0,40.0,,,4.0,,,,8.0,,,,40.0,,,,,,,,,,,
Scarlet Ibis,3,Monstrosity,Monstrosity,0,0,14,135,18,13,14,16,11,15,18,1.0,2.0,3.0,0.0,5.0,4.0,2.0,0,0,0,0,12,18.0,0.0,0.0,0.0,0.0,2,5.0,3,0,0,1,0,20.0,,,,,,40.0,,,,8.0,,,3.0,,,,,,,,,
Scribe Devil,3,Fiend,devil,1,-1,15,82,11,14,16,16,18,14,17,2.0,3.0,6.0,7.0,5.0,6.0,4.0,0,4,2,1,14,36.0,0.0,0.0,0.0,36.0,3,5.0,3,0,0,3,0,30.0,,,4.0,,,30.0,,,,5.0,,6.0,,,,,,,,,,
Scrofin,3,Fey,Fey,1,0,13,68,8,16,13,18,9,9,10,3.0,1.0,4.0,-1.0,-1.0,0.0,-1.0,0,0,0,0,9,18.0,0.0,0.0,0.0,0.0,2,2.0,3,1,0,2,0,40.0,,,,,,,,,,,,,,,5.0,,,,,,,
Scroll Mummy,3,Undead,Undead,0,0,12,105,14,16,8,17,18,11,14,3.0,-1.0,3.0,4.0,3.0,2.0,0.0,0,3,3,5,10,18.0,0.0,0.0,0.0,0.0,1,6.0,2,0,0,3,0,30.0,,7.0,,,,,,,,,,,7.0,,,,,,,,,
Servant of the Unsated God,3,Undead,Undead,0,-1,17,82,11,17,12,16,11,16,12,3.0,1.0,3.0,0.0,3.0,1.0,3.0,0,1,1,3,13,18.0,0.0,0.0,0.0,0.0,2,4.0,5,0,0,6,0,30.0,,2.0,,,2.0,,3.0,,,,,3.0,,,,,,,,,,
Shadow Boxer,2,Fey,Fey,-1,0,13,55,10,10,17,15,12,17,17,0.0,5.0,2.0,1.0,3.0,3.0,5.0,0,0,0,1,15,0.0,0.0,0.0,0.0,0.0,1,3.0,4,0,0,3,0,40.0,,,5.0,,,,5.0,,,,30.0,,,,,,,,,,,
Shadow Giant,5,Giant,Giant,-1,-1,17,209,22,18,25,17,12,13,21,4.0,7.0,3.0,1.0,6.0,5.0,6.0,0,2,0,1,16,36.0,0.0,0.0,0.0,0.0,4,15.0,3,0,0,6,0,40.0,,,6.0,,,,,,,,,,,,,,,,,,,
Shadow of Death,4,Celestial,Celestial,-1,-1,18,250,20,7,26,24,25,25,30,-2.0,8.0,7.0,14.0,14.0,17.0,14.0,-1,7,3,4,24,0.0,0.0,0.0,36.0,36.0,2,21.0,4,0,0,6,0,50.0,,,14.0,,,,,,,,,,,,,,,,,,,
Shiftshroom,3,Plant,shapechanger,0,0,5,18,4,12,1,10,1,5,1,1.0,-5.0,0.0,-5.0,-3.0,-5.0,-3.0,0,0,0,3,7,0.0,9.0,0.0,0.0,0.0,1,0.25,1,0,0,1,0,10.0,,,,,,,,,,,,,,,,,,,,,,
Shimmer Seal,3,Beast,Beast,0,0,12,105,14,18,14,17,5,12,9,4.0,2.0,3.0,-3.0,4.0,2.0,1.0,0,1,0,0,11,18.0,0.0,0.0,0.0,0.0,1,5.0,2,0,0,3,0,30.0,40.0,,,,,,5.0,,,,,,,,,8.0,,,,,5.0,
Shriekbat,5,Monstrosity,Monstrosity,0,0,15,178,17,24,12,18,3,10,7,7.0,5.0,8.0,-4.0,0.0,-2.0,4.0,0,0,1,0,10,0.0,18.0,0.0,0.0,0.0,1,9.0,4,0,0,1,0,20.0,,,4.0,,,100.0,5.0,,,,,,,,,,,,,,,
Shukankor,5,Aberration,Aberration,-1,-1,17,115,11,22,12,18,8,12,6,6.0,1.0,4.0,-1.0,1.0,-2.0,9.0,0,3,1,1,19,36.0,0.0,0.0,0.0,0.0,1,9.0,4,1,0,2,0,50.0,,,9.0,,,,,,,,,,,,10.0,,,,,,,
Shurale,3,Fey,Fey,0,-1,14,105,14,18,19,16,12,15,18,4.0,7.0,3.0,1.0,5.0,7.0,5.0,0,3,0,1,15,18.0,0.0,0.0,0.0,0.0,2,7.0,4,0,0,4,0,40.0,,,5.0,,,,,,7.0,,,7.0,,,,10.0,,,,,,
Silenal,2,Fey,Fey,-1,0,14,117,18,10,18,16,10,13,19,0.0,4.0,3.0,0.0,1.0,7.0,4.0,0,0,0,2,14,0.0,0.0,0.0,0.0,0.0,1,7.0,4,0,0,4,0,25.0,,,4.0,,,,7.0,,7.0,,,,,,,,,,,,,
Silver Dragon Wyrmling Skeleton,3,Undead,Undead,1,-1,17,45,6,19,10,17,8,10,8,4.0,2.0,5.0,-1.0,2.0,1.0,0.0,-1,0,2,2,10,18.0,3.0,0.0,0.0,0.0,1,2.0,2,0,0,0,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Snake with a Hundred Mage Hands,2,Monstrosity,Monstrosity,0,0,14,67,15,8,18,12,18,10,6,-1.0,4.0,1.0,4.0,0.0,-2.0,2.0,0,0,0,0,12,0.0,3.0,0.0,0.0,18.0,2,3.0,3,0,0,2,0,30.0,30.0,,2.0,,,,8.0,,,,30.0,,,,,,,,,,,
Snow Giant,5,Giant,Giant,0,0,11,138,12,19,12,20,9,15,6,4.0,1.0,8.0,-1.0,5.0,-2.0,2.0,-1,0,1,2,12,0.0,0.0,0.0,0.0,0.0,2,5.0,3,0,0,2,0,40.0,,,,,,,4.0,,,,,,,,7.0,,5.0,,,,,
Snow Terror,4,Fiend,shapechanger,-1,-1,16,127,15,19,22,17,12,9,16,4.0,6.0,6.0,1.0,-1.0,3.0,-1.0,-1,3,3,2,9,18.0,0.0,0.0,0.0,0.0,2,8.0,2,0,0,2,0,30.0,,,,,,,9.0,,,,,6.0,,,,,,,,,,
Somberweave,3,Fey,Fey,0,-1,14,78,12,14,19,14,10,13,16,2.0,4.0,2.0,0.0,1.0,3.0,1.0,0,0,1,2,14,36.0,3.0,0.0,0.0,0.0,2,5.0,5,0,0,5,0,30.0,,,,,,,7.0,,,,30.0,,,,,,,,,,,
Spawn of Alquam,4,Fiend,demon,-1,-1,16,114,12,12,17,19,14,16,13,1.0,3.0,4.0,2.0,3.0,1.0,6.0,0,3,1,3,16,27.0,0.0,0.0,0.0,18.0,2,6.0,4,0,0,5,0,20.0,,,6.0,,,60.0,6.0,,,,,4.0,,,,,,,,,,
Spawn of Hriggala,5,Fiend,demon,-1,-1,16,138,12,25,7,21,6,8,4,7.0,-2.0,9.0,-2.0,3.0,-3.0,-1.0,0,6,2,1,9,0.0,9.0,18.0,0.0,0.0,3,10.0,4,0,0,2,0,40.0,,,,,,,,30.0,,,,,,,,,,,,,,
Spawn of Rhopalocerex,4,Fiend,demon,-1,-1,17,112,15,14,18,15,10,13,15,2.0,4.0,2.0,0.0,1.0,5.0,1.0,0,3,1,2,11,18.0,0.0,0.0,0.0,18.0,2,6.0,4,0,0,1,0,30.0,,,,,,30.0,,,,,,,,True,,,,,,,,
Spellhound,4,Monstrosity,Monstrosity,1,0,14,102,12,18,15,16,3,13,8,4.0,2.0,3.0,-4.0,1.0,-1.0,3.0,0,0,0,1,13,18.0,0.0,0.0,0.0,0.0,1,4.0,3,0,0,4,0,40.0,,,3.0,,,,4.0,,,,,,,,,,,,,,,
Sporous Crab,2,Beast,Beast,0,0,14,33,6,14,8,15,3,13,4,2.0,-1.0,2.0,-4.0,1.0,-3.0,1.0,-1,1,1,1,11,18.0,0.0,0.0,0.0,0.0,1,1.0,3,0,0,2,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Spurred Water Skate,4,Beast,Beast,0,0,13,60,8,12,17,15,3,10,6,1.0,3.0,2.0,-4.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Ssadar,3,Humanoid,Humanoid,-1,-1,16,71,11,16,14,15,9,14,10,3.0,2.0,2.0,-1.0,2.0,0.0,2.0,-1,0,1,0,12,18.0,0.0,0.0,0.0,0.0,2,3.0,4,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Stellar Rorqual,6,Aberration,Aberration,0,0,14,165,10,26,8,22,7,18,8,8.0,2.0,6.0,-2.0,6.0,-1.0,8.0,0,1,3,0,18,0.0,108.0,0.0,0.0,108.0,2,12.0,5,0,0,3,0,0.0,40.0,,8.0,,,80.0,,,,,,,,,,,,,,,,
Stone Creeper,3,Plant,Plant,0,0,12,30,4,12,15,16,4,6,4,1.0,2.0,3.0,-3.0,-2.0,-3.0,-2.0,0,1,2,1,8,0.0,0.0,18.0,0.0,0.0,1,1.0,3,0,0,3,0,30.0,,,,,,,,,,,20.0,,,,,,,,,,,
Storm Maiden,3,Elemental,Elemental,-1,-1,15,78,12,16,16,15,10,11,17,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0,5,1,5,11,18.0,0.0,0.0,0.0,0.0,2,4.0,3,0,0,1,0,30.0,30.0,,,,,30.0,,,,,,,,,,,,,,,,
Stormboar,4,Monstrosity,Monstrosity,0,0,15,95,10,19,12,18,3,10,7,4.0,1.0,4.0,-4.0,0.0,-2.0,0.0,0,0,2,0,10,0.0,0.0,0.0,0.0,0.0,1,6.0,3,0,0,4,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Strobing Fungus,3,Plant,Plant,0,0,13,76,9,16,11,19,5,13,15,3.0,0.0,4.0,-3.0,1.0,2.0,1.0,0,0,0,3,11,0.0,18.0,0.0,0.0,0.0,1,4.0,2,0,0,1,0,10.0,,,,,,,,,,,,,,,,,,,,,,
Sulsha,4,Humanoid,simian,1,-1,16,90,12,18,14,14,11,12,9,4.0,2.0,2.0,0.0,1.0,-1.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,4.0,6,0,0,2,0,40.0,,,3.0,,,,,,,,40.0,,,,6.0,4.0,3.0,,,,,
Swamp Lily,3,Plant,Plant,0,0,15,136,16,16,9,18,4,12,17,3.0,-1.0,4.0,-3.0,1.0,3.0,1.0,0,0,1,3,11,0.0,0.0,18.0,0.0,0.0,1,7.0,3,0,0,1,0,15.0,,,,,,,,,,,,,,,,,,,,,,
Swamp Naga,4,Monstrosity,Monstrosity,1,-1,15,102,12,18,16,17,11,14,17,4.0,3.0,6.0,0.0,5.0,3.0,2.0,0,0,1,2,12,18.0,0.0,0.0,0.0,0.0,1,6.0,2,0,0,4,0,30.0,40.0,,,,,,,,6.0,,,,,,,,,,3.0,,,
Swampgas Bubble,3,Ooze,Ooze,0,0,8,59,7,16,7,18,1,10,3,3.0,-2.0,4.0,-5.0,0.0,-4.0,0.0,-1,0,2,7,10,0.0,18.0,0.0,0.0,0.0,1,2.0,2,0,0,2,0,20.0,,,,,,30.0,,,,,,,,True,,,,,,,,
Swarm of Compsognathus,3,Beast,Swarm,0,0,12,44,8,6,14,12,4,10,5,-2.0,2.0,1.0,-3.0,0.0,-3.0,2.0,0,3,0,6,12,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0,2,0,30.0,,,2.0,,,,6.0,,,,,,,,,,,,,,,
Swarm of Esteron,3,Beast,Swarm,0,0,13,54,12,10,16,10,2,12,4,0.0,3.0,0.0,-4.0,1.0,-3.0,1.0,0,3,0,8,11,18.0,0.0,0.0,0.0,0.0,1,2.0,1,0,0,3,0,10.0,30.0,,,,,30.0,,,,,,,,,,,,,,,,
Tar Ooze,4,Ooze,Ooze,0,0,9,120,15,18,8,16,1,8,2,4.0,-1.0,3.0,-5.0,-1.0,-4.0,-1.0,0,0,3,7,8,0.0,18.0,0.0,0.0,0.0,1,6.0,3,0,0,2,0,20.0,,,,,,,,,,,20.0,,,,,,,,,,,
Tembril,4,Monstrosity,Monstrosity,0,0,15,114,12,19,14,18,4,15,16,4.0,2.0,4.0,-3.0,2.0,3.0,5.0,0,1,0,0,15,18.0,0.0,0.0,0.0,0.0,1,6.0,4,0,0,2,0,40.0,,,5.0,,,,8.0,,,,,,,,,,,,,,,
Tetomatli,4,Construct,Construct,-1,-1,16,152,16,20,10,18,5,11,3,5.0,0.0,4.0,-3.0,0.0,-4.0,3.0,0,6,2,8,13,0.0,0.0,27.0,0.0,0.0,1,8.0,4,0,0,5,0,30.0,,,3.0,,,,,,,,,,,,8.0,,,,,,,
Thin Giant,5,Giant,Giant,-1,-1,16,168,16,23,16,18,11,13,9,6.0,7.0,8.0,0.0,5.0,-1.0,5.0,0,2,0,1,15,18.0,0.0,0.0,0.0,0.0,3,9.0,3,0,0,1,0,40.0,,,5.0,,,,11.0,,,,,,,,,,,,,,,
Thornheart Guardian,4,Construct,Construct,1,-1,18,133,14,19,10,18,7,14,1,4.0,0.0,4.0,-2.0,2.0,-5.0,6.0,0,3,2,6,16,18.0,0.0,0.0,0.0,0.0,1,9.0,4,0,0,4,0,30.0,,,6.0,,,,,,,,,,,,,,,,,,,
Thrummren,6,Celestial,Celestial,-1,1,17,198,12,21,19,22,10,15,10,5.0,8.0,6.0,0.0,6.0,4.0,2.0,0,2,2,1,12,36.0,0.0,0.0,0.0,18.0,3,12.0,4,1,0,4,0,60.0,,,,,,,,,,,,,,,,,,,,,,
Tidehunter,5,Monstrosity,Monstrosity,0,0,15,133,14,19,14,18,5,12,5,4.0,2.0,4.0,-3.0,1.0,-3.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,1,6.0,4,1,0,3,0,20.0,40.0,,4.0,,,,5.0,,,,,,,,,,,,,,,
Timingila,6,Monstrosity,titan,0,-1,18,232,15,28,5,21,8,7,14,9.0,-3.0,10.0,-1.0,3.0,2.0,8.0,0,0,2,1,18,0.0,36.0,0.0,0.0,0.0,4,15.0,6,0,0,2,0,0.0,60.0,,8.0,,,,7.0,,,,,,,,,,,,,,,
Tormented Qiqirn,4,Fiend,Fiend,-1,-1,16,133,14,15,18,14,5,12,13,2.0,6.0,8.0,-3.0,6.0,1.0,6.0,0,7,1,0,16,18.0,0.0,0.0,0.0,18.0,2,10.0,4,1,0,2,0,50.0,,,6.0,,,,10.0,,,,,,,,,,,,,,,
Transcendent Lunarchida,3,Aberration,Aberration,0,-1,16,91,14,10,17,14,18,12,17,0.0,3.0,5.0,4.0,4.0,3.0,4.0,0,0,1,2,14,18.0,3.0,0.0,0.0,0.0,2,6.0,5,0,0,5,0,30.0,,,4.0,,,,9.0,,,,30.0,,,,,,,,,,,
Tree Skinner,3,Fiend,Fiend,-1,-1,13,38,7,10,16,13,14,15,18,0.0,3.0,1.0,2.0,2.0,4.0,4.0,0,3,0,1,14,18.0,0.0,0.0,0.0,0.0,4,2.0,3,0,0,3,0,30.0,,,4.0,,,,7.0,,,,,,,,,,,,,,,
Tricenatorus,5,Monstrosity,Monstrosity,0,0,15,184,16,26,10,20,2,12,8,8.0,0.0,9.0,-4.0,5.0,-1.0,5.0,0,3,0,0,15,0.0,0.0,0.0,0.0,0.0,1,13.0,4,0,0,4,0,50.0,,,5.0,,,,,,,,,,,,,,,,,,,
Trollkin Raider,3,Humanoid,trollkin,0,0,14,32,5,12,12,14,9,12,10,1.0,1.0,2.0,-1.0,1.0,0.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,1.0,4,0,0,2,0,30.0,,,3.0,,,,,,,3.0,,,,,,,3.0,,1.0,,,
Tzepharion,4,Fiend,devil,1,-1,16,110,13,19,14,16,5,18,13,4.0,2.0,3.0,-3.0,4.0,1.0,7.0,0,4,2,1,17,36.0,0.0,0.0,0.0,0.0,1,8.0,4,0,0,4,0,50.0,,,7.0,,,,,,,,,,,,10.0,,7.0,,,,,
Ulnorya,4,Aberration,Aberration,0,-1,14,119,14,14,18,17,12,10,14,2.0,7.0,6.0,1.0,0.0,2.0,6.0,0,1,1,1,16,18.0,0.0,0.0,0.0,0.0,1,7.0,5,0,0,2,0,50.0,,,6.0,,,,10.0,,,,30.0,,,,5.0,7.0,,,,,,
Uridimmu,4,Celestial,Celestial,1,1,18,150,12,22,17,24,14,18,21,6.0,3.0,12.0,2.0,9.0,10.0,9.0,0,6,0,3,19,0.0,0.0,0.0,27.0,18.0,2,14.0,4,0,0,4,0,30.0,,,9.0,,,90.0,,,,14.0,,,,,,,,,,,,
Valkruung,1,Monstrosity,Monstrosity,-1,0,13,22,4,8,16,14,5,12,9,-1.0,3.0,2.0,-3.0,1.0,-1.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,2,0.5,1,1,0,1,0,25.0,,,,,,,5.0,,,,20.0,,,,,5.0,,,,,,
Vallowex,4,Aberration,Aberration,-1,0,14,123,13,20,10,18,5,12,5,5.0,0.0,4.0,-3.0,4.0,-3.0,4.0,0,0,0,0,14,0.0,18.0,0.0,0.0,0.0,1,7.0,5,0,0,3,0,30.0,30.0,,4.0,,,,6.0,,,,,,,,,,,,,,,
Vangsluagh,3,Aberration,Aberration,-1,-1,13,85,10,12,17,18,10,10,16,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0,0,1,1,10,18.0,0.0,0.0,0.0,0.0,1,4.0,4,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Vent Linnorm,6,Dragon,Dragon,0,-1,19,247,15,25,14,23,14,14,17,12.0,7.0,11.0,2.0,2.0,8.0,7.0,0,1,1,0,17,36.0,18.0,0.0,0.0,0.0,2,16.0,5,0,0,2,0,20.0,80.0,,7.0,,,,,,,,,,,,,,7.0,,,8.0,,
Veteran Swordbreaker Skeleton,3,Undead,Undead,1,-1,14,78,12,16,13,14,6,8,5,3.0,1.0,2.0,-2.0,-1.0,-3.0,-1.0,-1,2,1,3,9,18.0,0.0,0.0,0.0,0.0,1,3.0,4,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Vexxeh,5,Fiend,Fiend,1,-1,15,94,9,20,13,19,12,10,12,8.0,1.0,4.0,1.0,3.0,1.0,0.0,0,6,1,2,10,0.0,0.0,0.0,18.0,0.0,2,6.0,3,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,4.0,,
Viiret,4,Plant,Plant,0,0,13,85,10,16,6,17,1,12,5,3.0,-2.0,3.0,-5.0,1.0,-3.0,1.0,-1,0,2,5,11,0.0,9.0,0.0,0.0,0.0,1,3.0,3,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Vine Drake,3,Dragon,Dragon,0,0,16,105,14,18,15,16,11,12,14,4.0,2.0,6.0,0.0,4.0,2.0,4.0,0,2,0,0,14,27.0,0.0,0.0,0.0,0.0,2,7.0,5,0,0,3,0,40.0,,,4.0,,,,5.0,,,,50.0,,,,7.0,,,,3.0,,,
Vine Golem,3,Construct,Construct,0,0,14,67,9,12,18,17,6,10,5,1.0,4.0,3.0,-2.0,0.0,-3.0,2.0,-1,2,1,5,12,18.0,0.0,0.0,0.0,0.0,1,3.0,3,0,0,5,0,30.0,,,2.0,,,,6.0,,,,30.0,,,,,,,,,,,
Virtuoso Lich,3,Undead,Undead,0,-1,17,123,19,11,16,15,15,12,20,0.0,7.0,2.0,2.0,6.0,9.0,5.0,0,4,1,7,15,0.0,0.0,0.0,18.0,0.0,2,12.0,4,0,4,5,0,30.0,,,5.0,,,,,,9.0,,,9.0,,,,,,,,,,
Voidpool,4,Ooze,Ooze,0,0,8,112,15,15,6,14,2,6,1,2.0,-2.0,2.0,-4.0,-2.0,-5.0,-2.0,-1,0,2,6,8,0.0,18.0,0.0,0.0,0.0,1,5.0,2,0,0,4,0,15.0,,,,,,,,,,,15.0,,,,,,,,,,,
Walled Horror,4,Undead,Undead,-1,-1,17,114,12,18,1,20,5,8,18,4.0,-5.0,5.0,-3.0,-1.0,4.0,-1.0,0,6,3,11,9,0.0,0.0,0.0,18.0,0.0,1,7.0,4,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,
Wanyudo,4,Fiend,Fiend,1,-1,16,115,11,20,15,20,8,13,14,5.0,5.0,5.0,-1.0,4.0,2.0,7.0,0,6,1,0,17,18.0,0.0,0.0,0.0,0.0,2,8.0,3,0,0,4,0,50.0,,,7.0,,5.0,,,,,,,,,,,,,,,5.0,,
Wardu,3,Aberration,Aberration,0,-1,16,105,14,10,18,16,10,15,12,0.0,4.0,3.0,3.0,2.0,4.0,2.0,0,0,0,2,13,18.0,0.0,0.0,0.0,18.0,2,6.0,3,0,0,2,0,0.0,,,,,,40.0,,,,,,,,True,,,,,,,,
Warmth Thief,1,Fey,Fey,0,-1,16,112,15,11,18,20,17,15,18,0.0,8.0,5.0,3.0,6.0,8.0,2.0,0,3,1,2,12,0.0,0.0,0.0,18.0,0.0,3,9.0,2,0,0,2,0,10.0,,,,,,40.0,8.0,,,,,8.0,,True,,,,,,,,
Web Zombie,3,Undead,Undead,0,-1,8,22,3,13,6,16,3,6,5,1.0,-2.0,3.0,-4.0,0.0,-3.0,-2.0,0,0,1,1,8,18.0,0.0,0.0,0.0,0.0,1,1.0,2,0,0,4,0,20.0,,,,,,,,,,,30.0,,,,,,,,,,,
Wereowl,3,Humanoid,"elf, shapechanger",1,-1,13,117,18,15,16,15,10,13,11,2.0,3.0,2.0,0.0,1.0,0.0,7.0,0,0,3,0,17,18.0,0.0,0.0,0.0,0.0,2,5.0,4,0,0,4,0,30.0,,,7.0,,,,6.0,,,,,,,,,,,,,,,
Wereshark,4,Humanoid,"human, shapechanger",-1,-1,11,90,12,19,13,17,11,12,8,4.0,1.0,3.0,0.0,1.0,-1.0,4.0,0,0,3,0,14,0.0,9.0,0.0,0.0,0.0,1,5.0,3,0,0,4,0,30.0,,,4.0,,,,,,,,,,,,,,,,,,,
Werynax,4,Monstrosity,Monstrosity,0,0,15,114,12,18,16,18,10,15,14,4.0,6.0,4.0,0.0,5.0,2.0,5.0,0,1,0,0,15,18.0,0.0,0.0,0.0,0.0,1,6.0,5,0,0,2,0,30.0,,,5.0,,,60.0,6.0,,,,,,,,7.0,,,,,,,
